query_id	id	doc_id	chunk_id	label
1503	guidance_32__51	guidance_32	51	Relevant
323	guidance_32__51	guidance_32	51	Relevant
920	guidance_32__51	guidance_32	51	Irrelevant
80	guidance_32__51	guidance_32	51	Irrelevant
1999	guidance_32__52	guidance_32	52	Irrelevant
1810	guidance_32__53	guidance_32	53	Relevant
1840	guidance_32__53	guidance_32	53	Irrelevant
2072	guidance_32__53	guidance_32	53	Irrelevant
389	guidance_32__54	guidance_32	54	Relevant
1006	guidance_32__54	guidance_32	54	Irrelevant
2244	guidance_32__54	guidance_32	54	Irrelevant
1558	guidance_32__54	guidance_32	54	Irrelevant
1070	guidance_32__54	guidance_32	54	Irrelevant
2137	guidance_32__54	guidance_32	54	Irrelevant
854	guidance_32__55	guidance_32	55	Irrelevant
80	guidance_32__55	guidance_32	55	Irrelevant
1897	guidance_32__55	guidance_32	55	Irrelevant
198	guidance_32__56	guidance_32	56	Irrelevant
142	guidance_32__56	guidance_32	56	Irrelevant
2224	guidance_32__56	guidance_32	56	Irrelevant
1169	guidance_32__56	guidance_32	56	Irrelevant
1873	guidance_32__56	guidance_32	56	Irrelevant
1579	guidance_32__57	guidance_32	57	Irrelevant
2208	guidance_32__57	guidance_32	57	Irrelevant
1281	guidance_32__58	guidance_32	58	Irrelevant
1969	guidance_32__58	guidance_32	58	Irrelevant
2229	guidance_32__58	guidance_32	58	Irrelevant
1818	guidance_32__58	guidance_32	58	Irrelevant
1439	guidance_32__59	guidance_32	59	Irrelevant
2015	guidance_32__59	guidance_32	59	Irrelevant
1056	guidance_32__60	guidance_32	60	Irrelevant
2245	guidance_32__61	guidance_32	61	Irrelevant
1134	guidance_32__62	guidance_32	62	Irrelevant
1489	guidance_32__62	guidance_32	62	Irrelevant
1126	guidance_32__62	guidance_32	62	Irrelevant
45	guidance_32__62	guidance_32	62	Irrelevant
2246	guidance_32__62	guidance_32	62	Irrelevant
1793	guidance_32__62	guidance_32	62	Irrelevant
2247	guidance_32__62	guidance_32	62	Irrelevant
2248	guidance_32__63	guidance_32	63	Irrelevant
2206	guidance_32__63	guidance_32	63	Irrelevant
314	guidance_32__64	guidance_32	64	Irrelevant
1266	guidance_32__64	guidance_32	64	Irrelevant
2249	guidance_32__64	guidance_32	64	Irrelevant
2250	guidance_32__65	guidance_32	65	Relevant
355	guidance_32__65	guidance_32	65	Irrelevant
845	guidance_32__66	guidance_32	66	Irrelevant
1043	guidance_32__66	guidance_32	66	Irrelevant
2041	guidance_32__66	guidance_32	66	Irrelevant
1787	guidance_32__67	guidance_32	67	Relevant
2251	guidance_32__67	guidance_32	67	Irrelevant
5	guidance_32__67	guidance_32	67	Irrelevant
196	guidance_32__67	guidance_32	67	Irrelevant
1628	guidance_32__68	guidance_32	68	Irrelevant
80	guidance_32__68	guidance_32	68	Irrelevant
1414	guidance_32__68	guidance_32	68	Irrelevant
2252	guidance_32__69	guidance_32	69	Irrelevant
137	guidance_32__69	guidance_32	69	Irrelevant
1973	guidance_32__70	guidance_32	70	Irrelevant
1354	guidance_32__71	guidance_32	71	Irrelevant
2253	guidance_32__71	guidance_32	71	Irrelevant
1951	guidance_32__72	guidance_32	72	Irrelevant
2012	guidance_32__72	guidance_32	72	Irrelevant
618	guidance_32__72	guidance_32	72	Irrelevant
423	guidance_32__73	guidance_32	73	Irrelevant
827	guidance_32__73	guidance_32	73	Irrelevant
2234	guidance_32__74	guidance_32	74	Relevant
339	guidance_32__74	guidance_32	74	Irrelevant
876	guidance_32__74	guidance_32	74	Irrelevant
101	guidance_32__74	guidance_32	74	Irrelevant
1709	guidance_32__75	guidance_32	75	Irrelevant
2254	guidance_32__75	guidance_32	75	Irrelevant
478	guidance_32__76	guidance_32	76	Irrelevant
479	guidance_32__76	guidance_32	76	Irrelevant
1029	guidance_32__76	guidance_32	76	Irrelevant
220	guidance_32__76	guidance_32	76	Irrelevant
2255	guidance_32__76	guidance_32	76	Irrelevant
1891	guidance_32__77	guidance_32	77	Relevant
507	guidance_32__77	guidance_32	77	Irrelevant
1105	guidance_32__77	guidance_32	77	Irrelevant
781	guidance_32__77	guidance_32	77	Irrelevant
1246	guidance_32__77	guidance_32	77	Irrelevant
1638	guidance_32__79	guidance_32	79	Relevant
452	guidance_32__79	guidance_32	79	Irrelevant
320	guidance_32__82	guidance_32	82	Irrelevant
2021	guidance_32__82	guidance_32	82	Irrelevant
2256	guidance_32__82	guidance_32	82	Irrelevant
1048	guidance_32__82	guidance_32	82	Irrelevant
501	guidance_32__83	guidance_32	83	Irrelevant
2257	guidance_32__84	guidance_32	84	Irrelevant
242	guidance_32__85	guidance_32	85	Irrelevant
2008	guidance_32__87	guidance_32	87	Irrelevant
514	guidance_32__87	guidance_32	87	Irrelevant
554	guidance_32__88	guidance_32	88	Irrelevant
1130	guidance_32__89	guidance_32	89	Irrelevant
1216	guidance_32__90	guidance_32	90	Irrelevant
1058	guidance_32__91	guidance_32	91	Irrelevant
1633	guidance_32__91	guidance_32	91	Irrelevant
1308	guidance_32__92	guidance_32	92	Relevant
1602	guidance_32__92	guidance_32	92	Irrelevant
45	guidance_32__93	guidance_32	93	Irrelevant
1994	guidance_32__93	guidance_32	93	Irrelevant
884	guidance_32__94	guidance_32	94	Irrelevant
1316	guidance_32__94	guidance_32	94	Irrelevant
259	guidance_32__95	guidance_32	95	Irrelevant
2258	guidance_32__96	guidance_32	96	Irrelevant
1239	guidance_32__96	guidance_32	96	Irrelevant
1613	guidance_32__97	guidance_32	97	Relevant
1876	guidance_32__97	guidance_32	97	Irrelevant
232	guidance_32__97	guidance_32	97	Irrelevant
664	guidance_32__98	guidance_32	98	Relevant
28	guidance_32__98	guidance_32	98	Irrelevant
1430	guidance_32__98	guidance_32	98	Irrelevant
272	guidance_32__98	guidance_32	98	Irrelevant
879	guidance_32__100	guidance_32	100	Irrelevant
1293	guidance_32__100	guidance_32	100	Irrelevant
2255	guidance_32__100	guidance_32	100	Irrelevant
1928	guidance_32__101	guidance_32	101	Relevant
1424	guidance_32__101	guidance_32	101	Irrelevant
80	guidance_32__101	guidance_32	101	Irrelevant
1913	guidance_32__102	guidance_32	102	Irrelevant
803	guidance_32__102	guidance_32	102	Irrelevant
2062	guidance_32__103	guidance_32	103	Relevant
113	guidance_32__103	guidance_32	103	Relevant
864	guidance_32__103	guidance_32	103	Irrelevant
80	guidance_32__103	guidance_32	103	Irrelevant
2195	guidance_32__103	guidance_32	103	Irrelevant
677	guidance_33__0	guidance_33	0	Relevant
2259	guidance_33__0	guidance_33	0	Irrelevant
2260	guidance_33__0	guidance_33	0	Irrelevant
2261	guidance_33__1	guidance_33	1	Irrelevant
1954	guidance_33__2	guidance_33	2	Irrelevant
2262	guidance_33__2	guidance_33	2	Irrelevant
2185	guidance_33__2	guidance_33	2	Irrelevant
2008	guidance_34__0	guidance_34	0	Irrelevant
2177	guidance_34__1	guidance_34	1	Relevant
1127	guidance_34__1	guidance_34	1	Relevant
769	guidance_34__1	guidance_34	1	Irrelevant
674	guidance_34__2	guidance_34	2	Irrelevant
882	guidance_34__2	guidance_34	2	Irrelevant
1999	guidance_34__4	guidance_34	4	Relevant
2263	guidance_34__4	guidance_34	4	Relevant
1245	guidance_34__4	guidance_34	4	Relevant
780	guidance_34__4	guidance_34	4	Irrelevant
1073	guidance_34__4	guidance_34	4	Irrelevant
697	guidance_34__4	guidance_34	4	Irrelevant
2264	guidance_34__4	guidance_34	4	Irrelevant
915	guidance_34__5	guidance_34	5	Irrelevant
941	guidance_34__6	guidance_34	6	Irrelevant
2265	guidance_34__6	guidance_34	6	Irrelevant
213	guidance_34__7	guidance_34	7	Irrelevant
143	guidance_34__7	guidance_34	7	Irrelevant
504	guidance_34__7	guidance_34	7	Irrelevant
314	guidance_34__8	guidance_34	8	Irrelevant
2266	guidance_34__8	guidance_34	8	Irrelevant
1911	guidance_34__8	guidance_34	8	Irrelevant
1639	guidance_34__8	guidance_34	8	Irrelevant
2267	guidance_34__8	guidance_34	8	Irrelevant
2268	guidance_34__8	guidance_34	8	Irrelevant
2269	guidance_34__9	guidance_34	9	Relevant
695	guidance_34__9	guidance_34	9	Irrelevant
883	guidance_34__11	guidance_34	11	Irrelevant
2118	guidance_34__12	guidance_34	12	Relevant
1240	guidance_34__12	guidance_34	12	Irrelevant
667	guidance_34__12	guidance_34	12	Irrelevant
512	guidance_34__13	guidance_34	13	Irrelevant
1192	guidance_35__0	guidance_35	0	Relevant
175	guidance_35__0	guidance_35	0	Irrelevant
373	guidance_35__1	guidance_35	1	Relevant
781	guidance_35__2	guidance_35	2	Irrelevant
1737	guidance_35__3	guidance_35	3	Irrelevant
2122	guidance_35__3	guidance_35	3	Irrelevant
714	guidance_35__3	guidance_35	3	Irrelevant
1559	guidance_35__3	guidance_35	3	Irrelevant
2270	guidance_36__0	guidance_36	0	Irrelevant
436	guidance_36__0	guidance_36	0	Irrelevant
2271	guidance_36__1	guidance_36	1	Relevant
855	guidance_36__1	guidance_36	1	Relevant
214	guidance_36__1	guidance_36	1	Irrelevant
1560	guidance_36__2	guidance_36	2	Irrelevant
1699	guidance_36__3	guidance_36	3	Irrelevant
20	guidance_36__3	guidance_36	3	Irrelevant
2082	guidance_36__3	guidance_36	3	Irrelevant
2132	guidance_36__4	guidance_36	4	Irrelevant
144	guidance_36__4	guidance_36	4	Irrelevant
1617	guidance_36__4	guidance_36	4	Irrelevant
481	guidance_36__5	guidance_36	5	Irrelevant
776	guidance_36__5	guidance_36	5	Irrelevant
1940	guidance_36__6	guidance_36	6	Irrelevant
80	guidance_36__6	guidance_36	6	Irrelevant
1149	guidance_36__6	guidance_36	6	Irrelevant
1914	guidance_36__7	guidance_36	7	Relevant
1804	guidance_36__7	guidance_36	7	Relevant
2272	guidance_36__7	guidance_36	7	Irrelevant
2273	guidance_36__7	guidance_36	7	Irrelevant
1305	guidance_36__8	guidance_36	8	Relevant
1065	guidance_36__8	guidance_36	8	Irrelevant
1310	guidance_36__8	guidance_36	8	Irrelevant
1174	guidance_36__8	guidance_36	8	Irrelevant
1041	guidance_36__9	guidance_36	9	Irrelevant
1145	guidance_36__10	guidance_36	10	Irrelevant
2005	guidance_36__10	guidance_36	10	Irrelevant
649	guidance_36__10	guidance_36	10	Irrelevant
2051	guidance_36__11	guidance_36	11	Relevant
636	guidance_36__11	guidance_36	11	Relevant
773	guidance_36__11	guidance_36	11	Relevant
2173	guidance_36__11	guidance_36	11	Irrelevant
2274	guidance_36__11	guidance_36	11	Irrelevant
2130	guidance_36__11	guidance_36	11	Irrelevant
1896	guidance_36__13	guidance_36	13	Irrelevant
952	guidance_36__15	guidance_36	15	Relevant
1809	guidance_36__15	guidance_36	15	Relevant
106	guidance_36__15	guidance_36	15	Irrelevant
818	guidance_36__15	guidance_36	15	Irrelevant
1416	guidance_36__15	guidance_36	15	Irrelevant
1149	guidance_36__15	guidance_36	15	Irrelevant
4	guidance_36__16	guidance_36	16	Relevant
1358	guidance_36__16	guidance_36	16	Irrelevant
119	guidance_36__16	guidance_36	16	Irrelevant
2275	guidance_36__17	guidance_36	17	Irrelevant
2276	guidance_36__18	guidance_36	18	Relevant
110	guidance_36__18	guidance_36	18	Irrelevant
1850	guidance_36__18	guidance_36	18	Irrelevant
754	guidance_36__18	guidance_36	18	Irrelevant
2008	guidance_36__18	guidance_36	18	Irrelevant
936	guidance_36__19	guidance_36	19	Irrelevant
1466	guidance_36__19	guidance_36	19	Irrelevant
2277	guidance_36__19	guidance_36	19	Irrelevant
2192	guidance_36__19	guidance_36	19	Irrelevant
1483	guidance_36__20	guidance_36	20	Relevant
1505	guidance_36__20	guidance_36	20	Relevant
1029	guidance_36__20	guidance_36	20	Relevant
307	guidance_36__20	guidance_36	20	Irrelevant
2278	guidance_36__20	guidance_36	20	Irrelevant
429	guidance_36__21	guidance_36	21	Irrelevant
1025	guidance_36__21	guidance_36	21	Irrelevant
1368	guidance_36__21	guidance_36	21	Irrelevant
1754	guidance_36__21	guidance_36	21	Irrelevant
2169	guidance_36__21	guidance_36	21	Irrelevant
234	guidance_36__22	guidance_36	22	Irrelevant
2089	guidance_36__22	guidance_36	22	Irrelevant
605	guidance_36__22	guidance_36	22	Irrelevant
591	guidance_36__22	guidance_36	22	Irrelevant
2112	guidance_36__23	guidance_36	23	Irrelevant
2149	guidance_36__23	guidance_36	23	Irrelevant
355	guidance_36__23	guidance_36	23	Irrelevant
213	guidance_36__24	guidance_36	24	Irrelevant
2279	guidance_36__24	guidance_36	24	Irrelevant
1028	guidance_36__26	guidance_36	26	Irrelevant
529	guidance_36__27	guidance_36	27	Irrelevant
616	guidance_36__27	guidance_36	27	Irrelevant
885	guidance_36__27	guidance_36	27	Irrelevant
1269	guidance_36__28	guidance_36	28	Relevant
1512	guidance_36__28	guidance_36	28	Irrelevant
1640	guidance_36__28	guidance_36	28	Irrelevant
2280	guidance_36__28	guidance_36	28	Irrelevant
1202	guidance_36__29	guidance_36	29	Relevant
2056	guidance_36__29	guidance_36	29	Relevant
216	guidance_36__29	guidance_36	29	Irrelevant
2281	guidance_36__30	guidance_36	30	Relevant
571	guidance_36__30	guidance_36	30	Irrelevant
2155	guidance_36__31	guidance_36	31	Relevant
1835	guidance_36__31	guidance_36	31	Irrelevant
143	guidance_36__31	guidance_36	31	Irrelevant
326	guidance_36__31	guidance_36	31	Irrelevant
200	guidance_36__32	guidance_36	32	Irrelevant
2235	guidance_36__32	guidance_36	32	Irrelevant
848	guidance_36__32	guidance_36	32	Irrelevant
1698	guidance_36__32	guidance_36	32	Irrelevant
1788	guidance_36__33	guidance_36	33	Relevant
448	guidance_36__33	guidance_36	33	Relevant
2282	guidance_36__33	guidance_36	33	Relevant
719	guidance_36__33	guidance_36	33	Irrelevant
427	guidance_36__33	guidance_36	33	Irrelevant
1706	guidance_36__33	guidance_36	33	Irrelevant
2283	guidance_36__33	guidance_36	33	Irrelevant
1310	guidance_36__34	guidance_36	34	Irrelevant
2202	guidance_36__35	guidance_36	35	Relevant
1096	guidance_36__35	guidance_36	35	Irrelevant
789	guidance_36__36	guidance_36	36	Irrelevant
1388	guidance_36__36	guidance_36	36	Irrelevant
2191	guidance_36__37	guidance_36	37	Relevant
1760	guidance_36__37	guidance_36	37	Relevant
388	guidance_36__37	guidance_36	37	Irrelevant
2202	guidance_36__37	guidance_36	37	Irrelevant
1319	guidance_36__37	guidance_36	37	Irrelevant
2284	guidance_36__38	guidance_36	38	Relevant
1541	guidance_36__38	guidance_36	38	Irrelevant
1187	guidance_36__39	guidance_36	39	Irrelevant
414	guidance_36__39	guidance_36	39	Irrelevant
422	guidance_36__40	guidance_36	40	Relevant
529	guidance_36__40	guidance_36	40	Irrelevant
1520	guidance_36__40	guidance_36	40	Irrelevant
1342	guidance_36__40	guidance_36	40	Irrelevant
2285	guidance_36__40	guidance_36	40	Irrelevant
914	guidance_36__42	guidance_36	42	Irrelevant
2286	guidance_36__42	guidance_36	42	Irrelevant
841	guidance_36__43	guidance_36	43	Relevant
2287	guidance_36__43	guidance_36	43	Irrelevant
862	guidance_36__43	guidance_36	43	Irrelevant
2112	guidance_36__44	guidance_36	44	Irrelevant
877	guidance_36__44	guidance_36	44	Irrelevant
375	guidance_36__45	guidance_36	45	Irrelevant
2288	guidance_36__45	guidance_36	45	Irrelevant
2198	guidance_36__47	guidance_36	47	Irrelevant
2289	guidance_36__48	guidance_36	48	Relevant
625	guidance_36__48	guidance_36	48	Irrelevant
1970	guidance_36__48	guidance_36	48	Irrelevant
347	guidance_36__49	guidance_36	49	Irrelevant
2021	guidance_36__49	guidance_36	49	Irrelevant
1510	guidance_36__49	guidance_36	49	Irrelevant
2290	guidance_36__49	guidance_36	49	Irrelevant
1032	guidance_36__50	guidance_36	50	Irrelevant
1077	guidance_36__51	guidance_36	51	Relevant
398	guidance_36__51	guidance_36	51	Relevant
1879	guidance_36__51	guidance_36	51	Relevant
2198	guidance_36__51	guidance_36	51	Irrelevant
2291	guidance_36__52	guidance_36	52	Relevant
1774	guidance_36__52	guidance_36	52	Relevant
1241	guidance_36__52	guidance_36	52	Irrelevant
89	guidance_36__52	guidance_36	52	Irrelevant
622	guidance_36__53	guidance_36	53	Irrelevant
1015	guidance_36__54	guidance_36	54	Relevant
1234	guidance_36__54	guidance_36	54	Relevant
1938	guidance_36__54	guidance_36	54	Irrelevant
1941	guidance_36__55	guidance_36	55	Relevant
204	guidance_36__55	guidance_36	55	Relevant
712	guidance_36__55	guidance_36	55	Irrelevant
845	guidance_36__55	guidance_36	55	Irrelevant
213	guidance_36__55	guidance_36	55	Irrelevant
2292	guidance_36__55	guidance_36	55	Irrelevant
2293	guidance_36__55	guidance_36	55	Irrelevant
2294	guidance_36__55	guidance_36	55	Irrelevant
1778	guidance_36__56	guidance_36	56	Irrelevant
1210	guidance_36__56	guidance_36	56	Irrelevant
2295	guidance_36__57	guidance_36	57	Relevant
1714	guidance_36__57	guidance_36	57	Irrelevant
1194	guidance_36__57	guidance_36	57	Irrelevant
5	guidance_36__58	guidance_36	58	Relevant
80	guidance_36__58	guidance_36	58	Relevant
45	guidance_36__58	guidance_36	58	Relevant
1088	guidance_36__60	guidance_36	60	Irrelevant
1673	guidance_36__60	guidance_36	60	Irrelevant
474	guidance_36__62	guidance_36	62	Relevant
1691	guidance_36__62	guidance_36	62	Irrelevant
751	guidance_36__62	guidance_36	62	Irrelevant
694	guidance_36__63	guidance_36	63	Irrelevant
344	guidance_36__63	guidance_36	63	Irrelevant
2247	guidance_36__63	guidance_36	63	Irrelevant
1835	guidance_36__64	guidance_36	64	Irrelevant
2240	guidance_36__64	guidance_36	64	Irrelevant
775	guidance_36__66	guidance_36	66	Irrelevant
463	guidance_36__66	guidance_36	66	Irrelevant
354	guidance_36__66	guidance_36	66	Irrelevant
1384	guidance_36__67	guidance_36	67	Relevant
1801	guidance_36__67	guidance_36	67	Irrelevant
2259	guidance_36__67	guidance_36	67	Irrelevant
644	guidance_36__67	guidance_36	67	Irrelevant
1766	guidance_36__68	guidance_36	68	Relevant
438	guidance_36__68	guidance_36	68	Irrelevant
1504	guidance_36__68	guidance_36	68	Irrelevant
691	guidance_36__68	guidance_36	68	Irrelevant
2135	guidance_36__69	guidance_36	69	Relevant
1683	guidance_36__69	guidance_36	69	Relevant
259	guidance_36__69	guidance_36	69	Irrelevant
2080	guidance_36__70	guidance_36	70	Relevant
537	guidance_36__71	guidance_36	71	Relevant
2296	guidance_36__71	guidance_36	71	Irrelevant
948	guidance_36__71	guidance_36	71	Irrelevant
122	guidance_36__71	guidance_36	71	Irrelevant
1892	guidance_36__72	guidance_36	72	Relevant
774	guidance_36__72	guidance_36	72	Relevant
366	guidance_36__72	guidance_36	72	Irrelevant
2027	guidance_36__72	guidance_36	72	Irrelevant
139	guidance_36__72	guidance_36	72	Irrelevant
2297	guidance_36__72	guidance_36	72	Irrelevant
478	guidance_36__73	guidance_36	73	Irrelevant
1127	guidance_36__75	guidance_36	75	Irrelevant
1768	guidance_36__75	guidance_36	75	Irrelevant
80	guidance_36__76	guidance_36	76	Irrelevant
2275	guidance_36__76	guidance_36	76	Irrelevant
786	guidance_36__76	guidance_36	76	Irrelevant
686	guidance_36__76	guidance_36	76	Irrelevant
1465	guidance_36__77	guidance_36	77	Irrelevant
1954	guidance_36__78	guidance_36	78	Irrelevant
327	guidance_36__78	guidance_36	78	Irrelevant
65	guidance_36__78	guidance_36	78	Irrelevant
1186	guidance_36__79	guidance_36	79	Irrelevant
193	guidance_36__80	guidance_36	80	Irrelevant
1322	guidance_36__80	guidance_36	80	Irrelevant
582	guidance_36__81	guidance_36	81	Irrelevant
1518	guidance_36__81	guidance_36	81	Irrelevant
80	guidance_36__81	guidance_36	81	Irrelevant
313	guidance_36__82	guidance_36	82	Irrelevant
2298	guidance_36__82	guidance_36	82	Irrelevant
1845	guidance_36__83	guidance_36	83	Irrelevant
80	guidance_36__84	guidance_36	84	Relevant
80	guidance_36__84	guidance_36	84	Relevant
2299	guidance_36__84	guidance_36	84	Irrelevant
1682	guidance_36__86	guidance_36	86	Irrelevant
2044	guidance_36__86	guidance_36	86	Irrelevant
101	guidance_36__86	guidance_36	86	Irrelevant
825	guidance_36__87	guidance_36	87	Relevant
977	guidance_36__87	guidance_36	87	Relevant
1565	guidance_36__87	guidance_36	87	Irrelevant
354	guidance_36__87	guidance_36	87	Irrelevant
1591	guidance_36__88	guidance_36	88	Relevant
388	guidance_36__88	guidance_36	88	Irrelevant
1320	guidance_36__88	guidance_36	88	Irrelevant
1514	guidance_36__89	guidance_36	89	Irrelevant
605	guidance_36__90	guidance_36	90	Relevant
200	guidance_36__90	guidance_36	90	Irrelevant
169	guidance_36__90	guidance_36	90	Irrelevant
2300	guidance_36__90	guidance_36	90	Irrelevant
1017	guidance_36__91	guidance_36	91	Relevant
870	guidance_36__91	guidance_36	91	Relevant
2014	guidance_36__91	guidance_36	91	Relevant
1298	guidance_36__92	guidance_36	92	Irrelevant
213	guidance_36__92	guidance_36	92	Irrelevant
2301	guidance_36__92	guidance_36	92	Irrelevant
1566	guidance_36__93	guidance_36	93	Irrelevant
1951	guidance_36__94	guidance_36	94	Irrelevant
866	guidance_36__95	guidance_36	95	Irrelevant
552	guidance_36__95	guidance_36	95	Irrelevant
945	guidance_36__96	guidance_36	96	Relevant
1849	guidance_36__96	guidance_36	96	Relevant
2058	guidance_36__96	guidance_36	96	Irrelevant
2247	guidance_36__96	guidance_36	96	Irrelevant
2142	guidance_36__97	guidance_36	97	Irrelevant
228	guidance_36__98	guidance_36	98	Irrelevant
2302	guidance_36__98	guidance_36	98	Irrelevant
742	guidance_36__99	guidance_36	99	Irrelevant
1320	guidance_36__99	guidance_36	99	Irrelevant
1884	guidance_36__99	guidance_36	99	Irrelevant
1760	guidance_36__100	guidance_36	100	Irrelevant
1712	guidance_36__100	guidance_36	100	Irrelevant
196	guidance_36__100	guidance_36	100	Irrelevant
703	guidance_36__101	guidance_36	101	Irrelevant
586	guidance_36__102	guidance_36	102	Irrelevant
331	guidance_36__102	guidance_36	102	Irrelevant
814	guidance_36__102	guidance_36	102	Irrelevant
1852	guidance_36__102	guidance_36	102	Irrelevant
1966	guidance_36__103	guidance_36	103	Relevant
383	guidance_36__103	guidance_36	103	Relevant
344	guidance_36__104	guidance_36	104	Relevant
344	guidance_36__104	guidance_36	104	Relevant
1528	guidance_36__104	guidance_36	104	Irrelevant
713	guidance_36__106	guidance_36	106	Irrelevant
2303	guidance_36__106	guidance_36	106	Irrelevant
2304	guidance_37__0	guidance_37	0	Relevant
1321	guidance_37__0	guidance_37	0	Irrelevant
1826	guidance_37__0	guidance_37	0	Irrelevant
1860	guidance_37__1	guidance_37	1	Irrelevant
1552	guidance_37__1	guidance_37	1	Irrelevant
522	guidance_37__1	guidance_37	1	Irrelevant
2150	guidance_37__1	guidance_37	1	Irrelevant
206	guidance_37__2	guidance_37	2	Irrelevant
1643	guidance_37__2	guidance_37	2	Irrelevant
775	guidance_37__3	guidance_37	3	Irrelevant
1616	guidance_37__3	guidance_37	3	Irrelevant
2196	guidance_37__3	guidance_37	3	Irrelevant
2305	guidance_37__4	guidance_37	4	Irrelevant
2306	guidance_37__4	guidance_37	4	Irrelevant
1888	guidance_37__5	guidance_37	5	Relevant
2175	guidance_37__5	guidance_37	5	Irrelevant
1471	guidance_37__6	guidance_37	6	Irrelevant
1511	guidance_37__6	guidance_37	6	Irrelevant
1432	guidance_37__6	guidance_37	6	Irrelevant
655	guidance_37__7	guidance_37	7	Relevant
297	guidance_37__7	guidance_37	7	Irrelevant
486	guidance_37__7	guidance_37	7	Irrelevant
2259	guidance_37__7	guidance_37	7	Irrelevant
1304	guidance_37__8	guidance_37	8	Irrelevant
1164	guidance_37__8	guidance_37	8	Irrelevant
82	guidance_37__8	guidance_37	8	Irrelevant
1801	guidance_38__0	guidance_38	0	Irrelevant
2116	guidance_38__1	guidance_38	1	Irrelevant
2307	guidance_38__1	guidance_38	1	Irrelevant
679	guidance_38__1	guidance_38	1	Irrelevant
1830	guidance_38__2	guidance_38	2	Irrelevant
245	guidance_38__3	guidance_38	3	Irrelevant
1573	guidance_38__3	guidance_38	3	Irrelevant
1431	guidance_38__4	guidance_38	4	Irrelevant
1865	guidance_38__4	guidance_38	4	Relevant
167	guidance_38__4	guidance_38	4	Irrelevant
957	guidance_38__4	guidance_38	4	Irrelevant
253	guidance_38__4	guidance_38	4	Irrelevant
2203	guidance_38__5	guidance_38	5	Irrelevant
2308	guidance_38__6	guidance_38	6	Irrelevant
526	guidance_38__6	guidance_38	6	Irrelevant
1995	guidance_38__6	guidance_38	6	Irrelevant
1692	guidance_38__7	guidance_38	7	Relevant
938	guidance_38__7	guidance_38	7	Relevant
2309	guidance_38__7	guidance_38	7	Irrelevant
1191	guidance_38__8	guidance_38	8	Irrelevant
856	guidance_38__8	guidance_38	8	Irrelevant
123	guidance_38__8	guidance_38	8	Irrelevant
829	guidance_38__9	guidance_38	9	Irrelevant
86	guidance_38__10	guidance_38	10	Relevant
1084	guidance_38__10	guidance_38	10	Irrelevant
591	guidance_38__10	guidance_38	10	Irrelevant
2079	guidance_38__10	guidance_38	10	Irrelevant
59	guidance_38__11	guidance_38	11	Relevant
2310	guidance_38__11	guidance_38	11	Relevant
607	guidance_38__11	guidance_38	11	Irrelevant
2236	guidance_38__12	guidance_38	12	Relevant
922	guidance_38__12	guidance_38	12	Relevant
1357	guidance_38__12	guidance_38	12	Relevant
789	guidance_38__13	guidance_38	13	Relevant
789	guidance_38__13	guidance_38	13	Relevant
237	guidance_38__13	guidance_38	13	Irrelevant
1090	guidance_38__13	guidance_38	13	Irrelevant
127	guidance_38__14	guidance_38	14	Irrelevant
1798	guidance_38__14	guidance_38	14	Irrelevant
80	guidance_38__14	guidance_38	14	Irrelevant
1362	guidance_38__14	guidance_38	14	Irrelevant
2311	guidance_38__15	guidance_38	15	Relevant
1310	guidance_38__15	guidance_38	15	Irrelevant
2312	guidance_38__15	guidance_38	15	Irrelevant
1648	guidance_38__15	guidance_38	15	Irrelevant
2172	guidance_38__17	guidance_38	17	Relevant
261	guidance_38__17	guidance_38	17	Relevant
1200	guidance_38__17	guidance_38	17	Relevant
2215	guidance_38__17	guidance_38	17	Irrelevant
1295	guidance_38__17	guidance_38	17	Irrelevant
1360	guidance_38__17	guidance_38	17	Irrelevant
58	guidance_38__18	guidance_38	18	Irrelevant
2270	guidance_38__18	guidance_38	18	Irrelevant
697	guidance_38__19	guidance_38	19	Irrelevant
1236	guidance_38__19	guidance_38	19	Irrelevant
586	guidance_38__20	guidance_38	20	Irrelevant
1497	guidance_38__20	guidance_38	20	Irrelevant
2313	guidance_38__20	guidance_38	20	Irrelevant
761	guidance_38__21	guidance_38	21	Irrelevant
703	guidance_38__21	guidance_38	21	Irrelevant
2314	guidance_38__22	guidance_38	22	Irrelevant
2315	guidance_38__22	guidance_38	22	Irrelevant
354	guidance_38__22	guidance_38	22	Irrelevant
1873	guidance_38__24	guidance_38	24	Irrelevant
612	guidance_38__25	guidance_38	25	Irrelevant
458	guidance_38__25	guidance_38	25	Irrelevant
2265	guidance_38__25	guidance_38	25	Irrelevant
2164	guidance_38__25	guidance_38	25	Irrelevant
1621	guidance_38__25	guidance_38	25	Irrelevant
1709	guidance_38__27	guidance_38	27	Irrelevant
1972	guidance_38__27	guidance_38	27	Irrelevant
80	guidance_38__27	guidance_38	27	Irrelevant
720	guidance_38__27	guidance_38	27	Irrelevant
1687	guidance_38__27	guidance_38	27	Irrelevant
2316	guidance_38__28	guidance_38	28	Irrelevant
2020	guidance_38__28	guidance_38	28	Irrelevant
1252	guidance_38__29	guidance_38	29	Irrelevant
2317	guidance_38__29	guidance_38	29	Irrelevant
1747	guidance_38__29	guidance_38	29	Irrelevant
